participants,pitch,condition,instrument,response
7,1864.65504607236,HRSE,vocal,1
7,1864.65504607236,congr.,vocal,NaN
7,2349.31814333926,LRSE,vocal,1
7,2349.31814333926,MRSE,vocal,1
7,2349.31814333926,HRSE,vocal,1
7,2349.31814333926,congr.,vocal,NaN
7,2959.95538169308,LRSE,vocal,1
7,2959.95538169308,MRSE,vocal,1
7,2959.95538169308,HRSE,vocal,1
7,2959.95538169308,congr.,vocal,NaN
8,46.2493028389544,LRSE,vocal,2
8,46.2493028389544,MRSE,vocal,2
8,46.2493028389544,HRSE,vocal,1
8,46.2493028389544,congr.,vocal,NaN
8,58.2704701897613,LRSE,vocal,3
8,58.2704701897613,MRSE,vocal,2
8,58.2704701897613,HRSE,vocal,1
8,58.2704701897613,congr.,vocal,NaN
8,73.416191979352,LRSE,vocal,2
8,73.416191979352,MRSE,vocal,3
8,73.416191979352,HRSE,vocal,2
8,73.416191979352,congr.,vocal,NaN
8,92.4986056779087,LRSE,vocal,3
8,92.4986056779087,MRSE,vocal,3
8,92.4986056779087,HRSE,vocal,2
8,92.4986056779087,congr.,vocal,NaN
8,116.540940379523,LRSE,vocal,4
8,116.540940379523,MRSE,vocal,4
8,116.540940379523,HRSE,vocal,2
8,116.540940379523,congr.,vocal,NaN
8,146.832383958704,LRSE,vocal,4
8,146.832383958704,MRSE,vocal,4
8,146.832383958704,HRSE,vocal,3
8,146.832383958704,congr.,vocal,NaN
8,184.997211355817,LRSE,vocal,2
8,184.997211355817,MRSE,vocal,4
8,184.997211355817,HRSE,vocal,3
8,184.997211355817,congr.,vocal,4
8,233.081880759045,LRSE,vocal,4
8,233.081880759045,MRSE,vocal,4
8,233.081880759045,HRSE,vocal,3
8,233.081880759045,congr.,vocal,4
8,293.664767917408,LRSE,vocal,4
8,293.664767917408,MRSE,vocal,4
8,293.664767917408,HRSE,vocal,3
8,293.664767917408,congr.,vocal,3
8,369.994422711635,LRSE,vocal,2
8,369.994422711635,MRSE,vocal,4
8,369.994422711635,HRSE,vocal,3
8,369.994422711635,congr.,vocal,3
8,466.163761518091,LRSE,vocal,5
8,466.163761518091,MRSE,vocal,3
8,466.163761518091,HRSE,vocal,3
8,466.163761518091,congr.,vocal,5
8,587.329535834816,LRSE,vocal,5
8,587.329535834816,MRSE,vocal,4
8,587.329535834816,HRSE,vocal,2
8,587.329535834816,congr.,vocal,5
8,739.98884542327,LRSE,vocal,4
8,739.98884542327,MRSE,vocal,3
8,739.98884542327,HRSE,vocal,5
8,739.98884542327,congr.,vocal,5
8,932.327523036181,LRSE,vocal,4
8,932.327523036181,MRSE,vocal,3
8,932.327523036181,HRSE,vocal,2
8,932.327523036181,congr.,vocal,NaN
8,1174.65907166963,LRSE,vocal,3
8,1174.65907166963,MRSE,vocal,3
8,1174.65907166963,HRSE,vocal,2
8,1174.65907166963,congr.,vocal,NaN
8,1479.97769084654,LRSE,vocal,2
8,1479.97769084654,MRSE,vocal,2
8,1479.97769084654,HRSE,vocal,2
8,1479.97769084654,congr.,vocal,NaN
8,1864.65504607236,LRSE,vocal,2
8,1864.65504607236,MRSE,vocal,2
8,1864.65504607236,HRSE,vocal,2
8,1864.65504607236,congr.,vocal,NaN
8,2349.31814333926,LRSE,vocal,2
8,2349.31814333926,MRSE,vocal,2
8,2349.31814333926,HRSE,vocal,1
8,2349.31814333926,congr.,vocal,NaN
8,2959.95538169308,LRSE,vocal,2
8,2959.95538169308,MRSE,vocal,1
8,2959.95538169308,HRSE,vocal,1
8,2959.95538169308,congr.,vocal,NaN
9,46.2493028389544,LRSE,vocal,1
9,46.2493028389544,MRSE,vocal,2.25
9,46.2493028389544,HRSE,vocal,2.25
9,46.2493028389544,congr.,vocal,NaN
9,58.2704701897613,LRSE,vocal,3.5
9,58.2704701897613,MRSE,vocal,2.25
9,58.2704701897613,HRSE,vocal,2.25
9,58.2704701897613,congr.,vocal,NaN
9,73.416191979352,LRSE,vocal,3.5
9,73.416191979352,MRSE,vocal,3.5
9,73.416191979352,HRSE,vocal,3.5
9,73.416191979352,congr.,vocal,NaN
9,92.4986056779087,LRSE,vocal,3.5
9,92.4986056779087,MRSE,vocal,3.5
9,92.4986056779087,HRSE,vocal,3.5
9,92.4986056779087,congr.,vocal,NaN
9,116.540940379523,LRSE,vocal,4.75
9,116.540940379523,MRSE,vocal,3.5
9,116.540940379523,HRSE,vocal,4.75
9,116.540940379523,congr.,vocal,NaN
9,146.832383958704,LRSE,vocal,3.5
9,146.832383958704,MRSE,vocal,3.5
9,146.832383958704,HRSE,vocal,3.5
9,146.832383958704,congr.,vocal,NaN
9,184.997211355817,LRSE,vocal,4.75
9,184.997211355817,MRSE,vocal,4.75
9,184.997211355817,HRSE,vocal,3.5
9,184.997211355817,congr.,vocal,4.75
9,233.081880759045,LRSE,vocal,4.75
9,233.081880759045,MRSE,vocal,3.5
9,233.081880759045,HRSE,vocal,3.5
9,233.081880759045,congr.,vocal,4.75
9,293.664767917408,LRSE,vocal,4.75
9,293.664767917408,MRSE,vocal,4.75
9,293.664767917408,HRSE,vocal,3.5
9,293.664767917408,congr.,vocal,4.75
9,369.994422711635,LRSE,vocal,4.75
9,369.994422711635,MRSE,vocal,4.75
9,369.994422711635,HRSE,vocal,3.5
9,369.994422711635,congr.,vocal,4.75
9,466.163761518091,LRSE,vocal,3.5
9,466.163761518091,MRSE,vocal,4.75
9,466.163761518091,HRSE,vocal,3.5
9,466.163761518091,congr.,vocal,4.75
9,587.329535834816,LRSE,vocal,4.75
9,587.329535834816,MRSE,vocal,4.75
9,587.329535834816,HRSE,vocal,4.75
9,587.329535834816,congr.,vocal,4.75
9,739.98884542327,LRSE,vocal,4.75
9,739.98884542327,MRSE,vocal,3.5
9,739.98884542327,HRSE,vocal,4.75
9,739.98884542327,congr.,vocal,4.75
9,932.327523036181,LRSE,vocal,4.75
9,932.327523036181,MRSE,vocal,4.75
9,932.327523036181,HRSE,vocal,3.5
9,932.327523036181,congr.,vocal,NaN
9,1174.65907166963,LRSE,vocal,4.75
9,1174.65907166963,MRSE,vocal,4.75
9,1174.65907166963,HRSE,vocal,4.75
9,1174.65907166963,congr.,vocal,NaN
9,1479.97769084654,LRSE,vocal,4.75
9,1479.97769084654,MRSE,vocal,4.75
9,1479.97769084654,HRSE,vocal,4.75
9,1479.97769084654,congr.,vocal,NaN
9,1864.65504607236,LRSE,vocal,2.25
9,1864.65504607236,MRSE,vocal,2.25
9,1864.65504607236,HRSE,vocal,3.5
9,1864.65504607236,congr.,vocal,NaN
9,2349.31814333926,LRSE,vocal,3.5
9,2349.31814333926,MRSE,vocal,3.5
9,2349.31814333926,HRSE,vocal,2.25
9,2349.31814333926,congr.,vocal,NaN
9,2959.95538169308,LRSE,vocal,3.5
9,2959.95538169308,MRSE,vocal,3.5
9,2959.95538169308,HRSE,vocal,3.5
9,2959.95538169308,congr.,vocal,NaN
10,46.2493028389544,LRSE,vocal,3.5
10,46.2493028389544,MRSE,vocal,1
10,46.2493028389544,HRSE,vocal,1
10,46.2493028389544,congr.,vocal,NaN
10,58.2704701897613,LRSE,vocal,4.75
10,58.2704701897613,MRSE,vocal,2.25
10,58.2704701897613,HRSE,vocal,2.25
10,58.2704701897613,congr.,vocal,NaN
10,73.416191979352,LRSE,vocal,2.25
10,73.416191979352,MRSE,vocal,2.25
10,73.416191979352,HRSE,vocal,2.25
10,73.416191979352,congr.,vocal,NaN
10,92.4986056779087,LRSE,vocal,3.5
10,92.4986056779087,MRSE,vocal,3.5
10,92.4986056779087,HRSE,vocal,2.25
10,92.4986056779087,congr.,vocal,NaN
10,116.540940379523,LRSE,vocal,1
10,116.540940379523,MRSE,vocal,2.25
10,116.540940379523,HRSE,vocal,1
10,116.540940379523,congr.,vocal,NaN
10,146.832383958704,LRSE,vocal,3.5
10,146.832383958704,MRSE,vocal,3.5
10,146.832383958704,HRSE,vocal,2.25
10,146.832383958704,congr.,vocal,NaN
10,184.997211355817,LRSE,vocal,3.5
10,184.997211355817,MRSE,vocal,3.5
10,184.997211355817,HRSE,vocal,2.25
10,184.997211355817,congr.,vocal,2.25
10,233.081880759045,LRSE,vocal,1
10,233.081880759045,MRSE,vocal,3.5
10,233.081880759045,HRSE,vocal,2.25
10,233.081880759045,congr.,vocal,3.5
10,293.664767917408,LRSE,vocal,3.5
10,293.664767917408,MRSE,vocal,3.5
10,293.664767917408,HRSE,vocal,2.25
10,293.664767917408,congr.,vocal,2.25
10,369.994422711635,LRSE,vocal,3.5
10,369.994422711635,MRSE,vocal,4.75
10,369.994422711635,HRSE,vocal,1
10,369.994422711635,congr.,vocal,6
10,466.163761518091,LRSE,vocal,4.75
10,466.163761518091,MRSE,vocal,4.75
10,466.163761518091,HRSE,vocal,2.25
10,466.163761518091,congr.,vocal,4.75
10,587.329535834816,LRSE,vocal,4.75
10,587.329535834816,MRSE,vocal,3.5
10,587.329535834816,HRSE,vocal,3.5
10,587.329535834816,congr.,vocal,3.5
10,739.98884542327,LRSE,vocal,4.75
10,739.98884542327,MRSE,vocal,4.75
10,739.98884542327,HRSE,vocal,2.25
10,739.98884542327,congr.,vocal,3.5
10,932.327523036181,LRSE,vocal,3.5
10,932.327523036181,MRSE,vocal,3.5
10,932.327523036181,HRSE,vocal,4.75
10,932.327523036181,congr.,vocal,NaN
10,1174.65907166963,LRSE,vocal,2.25
10,1174.65907166963,MRSE,vocal,2.25
10,1174.65907166963,HRSE,vocal,2.25
10,1174.65907166963,congr.,vocal,NaN
10,1479.97769084654,LRSE,vocal,3.5
10,1479.97769084654,MRSE,vocal,3.5
10,1479.97769084654,HRSE,vocal,4.75
10,1479.97769084654,congr.,vocal,NaN
10,1864.65504607236,LRSE,vocal,4.75
10,1864.65504607236,MRSE,vocal,4.75
10,1864.65504607236,HRSE,vocal,4.75
10,1864.65504607236,congr.,vocal,NaN
10,2349.31814333926,LRSE,vocal,3.5
10,2349.31814333926,MRSE,vocal,1
10,2349.31814333926,HRSE,vocal,1
10,2349.31814333926,congr.,vocal,NaN
10,2959.95538169308,LRSE,vocal,3.5
10,2959.95538169308,MRSE,vocal,3.5
10,2959.95538169308,HRSE,vocal,4.75
10,2959.95538169308,congr.,vocal,NaN
11,46.2493028389544,LRSE,vocal,1
11,46.2493028389544,MRSE,vocal,1
11,46.2493028389544,HRSE,vocal,1
11,46.2493028389544,congr.,vocal,NaN
11,58.2704701897613,LRSE,vocal,1
11,58.2704701897613,MRSE,vocal,1
11,58.2704701897613,HRSE,vocal,1
11,58.2704701897613,congr.,vocal,NaN
11,73.416191979352,LRSE,vocal,1
11,73.416191979352,MRSE,vocal,1
11,73.416191979352,HRSE,vocal,1
11,73.416191979352,congr.,vocal,NaN
11,92.4986056779087,LRSE,vocal,1
11,92.4986056779087,MRSE,vocal,1
11,92.4986056779087,HRSE,vocal,1
11,92.4986056779087,congr.,vocal,NaN
11,116.540940379523,LRSE,vocal,6
11,116.540940379523,MRSE,vocal,6
11,116.540940379523,HRSE,vocal,6
11,116.540940379523,congr.,vocal,NaN
11,146.832383958704,LRSE,vocal,6
11,146.832383958704,MRSE,vocal,6
11,146.832383958704,HRSE,vocal,6
11,146.832383958704,congr.,vocal,NaN
11,184.997211355817,LRSE,vocal,6
11,184.997211355817,MRSE,vocal,6
11,184.997211355817,HRSE,vocal,6
11,184.997211355817,congr.,vocal,6
11,233.081880759045,LRSE,vocal,6
11,233.081880759045,MRSE,vocal,6
11,233.081880759045,HRSE,vocal,6
11,233.081880759045,congr.,vocal,6
11,293.664767917408,LRSE,vocal,6
11,293.664767917408,MRSE,vocal,6
11,293.664767917408,HRSE,vocal,6
11,293.664767917408,congr.,vocal,6
11,369.994422711635,LRSE,vocal,6
11,369.994422711635,MRSE,vocal,6
11,369.994422711635,HRSE,vocal,6
11,369.994422711635,congr.,vocal,6
11,466.163761518091,LRSE,vocal,6
11,466.163761518091,MRSE,vocal,6
11,466.163761518091,HRSE,vocal,6
11,466.163761518091,congr.,vocal,6
11,587.329535834816,LRSE,vocal,6
11,587.329535834816,MRSE,vocal,6
11,587.329535834816,HRSE,vocal,6
11,587.329535834816,congr.,vocal,6
11,739.98884542327,LRSE,vocal,6
11,739.98884542327,MRSE,vocal,1
11,739.98884542327,HRSE,vocal,6
11,739.98884542327,congr.,vocal,6
11,932.327523036181,LRSE,vocal,1
11,932.327523036181,MRSE,vocal,6
11,932.327523036181,HRSE,vocal,1
11,932.327523036181,congr.,vocal,NaN
11,1174.65907166963,LRSE,vocal,1
11,1174.65907166963,MRSE,vocal,1
11,1174.65907166963,HRSE,vocal,1
11,1174.65907166963,congr.,vocal,NaN
11,1479.97769084654,LRSE,vocal,1
11,1479.97769084654,MRSE,vocal,1
11,1479.97769084654,HRSE,vocal,1
11,1479.97769084654,congr.,vocal,NaN
11,1864.65504607236,LRSE,vocal,1
11,1864.65504607236,MRSE,vocal,1
11,1864.65504607236,HRSE,vocal,1
11,1864.65504607236,congr.,vocal,NaN
11,2349.31814333926,LRSE,vocal,1
11,2349.31814333926,MRSE,vocal,1
11,2349.31814333926,HRSE,vocal,1
11,2349.31814333926,congr.,vocal,NaN
11,2959.95538169308,LRSE,vocal,1
11,2959.95538169308,MRSE,vocal,1
11,2959.95538169308,HRSE,vocal,1
11,2959.95538169308,congr.,vocal,NaN
12,46.2493028389544,LRSE,vocal,1
12,46.2493028389544,MRSE,vocal,1
12,46.2493028389544,HRSE,vocal,1
12,46.2493028389544,congr.,vocal,NaN
12,58.2704701897613,LRSE,vocal,1
12,58.2704701897613,MRSE,vocal,1
12,58.2704701897613,HRSE,vocal,1
12,58.2704701897613,congr.,vocal,NaN
12,73.416191979352,LRSE,vocal,2
12,73.416191979352,MRSE,vocal,2
12,73.416191979352,HRSE,vocal,1
12,73.416191979352,congr.,vocal,NaN
12,92.4986056779087,LRSE,vocal,2
12,92.4986056779087,MRSE,vocal,1
12,92.4986056779087,HRSE,vocal,2
12,92.4986056779087,congr.,vocal,NaN
12,116.540940379523,LRSE,vocal,2
12,116.540940379523,MRSE,vocal,4
12,116.540940379523,HRSE,vocal,1
12,116.540940379523,congr.,vocal,NaN
12,146.832383958704,LRSE,vocal,2
12,146.832383958704,MRSE,vocal,2
12,146.832383958704,HRSE,vocal,2
12,146.832383958704,congr.,vocal,NaN
12,184.997211355817,LRSE,vocal,2
12,184.997211355817,MRSE,vocal,3
12,184.997211355817,HRSE,vocal,2
12,184.997211355817,congr.,vocal,3
12,233.081880759045,LRSE,vocal,3
12,233.081880759045,MRSE,vocal,3
12,233.081880759045,HRSE,vocal,3
12,233.081880759045,congr.,vocal,4
12,293.664767917408,LRSE,vocal,3
12,293.664767917408,MRSE,vocal,5
12,293.664767917408,HRSE,vocal,2
12,293.664767917408,congr.,vocal,4
12,369.994422711635,LRSE,vocal,4
12,369.994422711635,MRSE,vocal,4
12,369.994422711635,HRSE,vocal,3
12,369.994422711635,congr.,vocal,2
12,466.163761518091,LRSE,vocal,4
12,466.163761518091,MRSE,vocal,4
12,466.163761518091,HRSE,vocal,3
12,466.163761518091,congr.,vocal,4
12,587.329535834816,LRSE,vocal,6
12,587.329535834816,MRSE,vocal,3
12,587.329535834816,HRSE,vocal,5
12,587.329535834816,congr.,vocal,4
12,739.98884542327,LRSE,vocal,4
12,739.98884542327,MRSE,vocal,4
12,739.98884542327,HRSE,vocal,4
12,739.98884542327,congr.,vocal,4
12,932.327523036181,LRSE,vocal,4
12,932.327523036181,MRSE,vocal,4
12,932.327523036181,HRSE,vocal,3
12,932.327523036181,congr.,vocal,NaN
12,1174.65907166963,LRSE,vocal,4
12,1174.65907166963,MRSE,vocal,4
12,1174.65907166963,HRSE,vocal,2
12,1174.65907166963,congr.,vocal,NaN
12,1479.97769084654,LRSE,vocal,4
12,1479.97769084654,MRSE,vocal,2
12,1479.97769084654,HRSE,vocal,4
12,1479.97769084654,congr.,vocal,NaN
12,1864.65504607236,LRSE,vocal,2
12,1864.65504607236,MRSE,vocal,2
12,1864.65504607236,HRSE,vocal,3
12,1864.65504607236,congr.,vocal,NaN
12,2349.31814333926,LRSE,vocal,2
12,2349.31814333926,MRSE,vocal,2
12,2349.31814333926,HRSE,vocal,2
12,2349.31814333926,congr.,vocal,NaN
12,2959.95538169308,LRSE,vocal,4
12,2959.95538169308,MRSE,vocal,2
12,2959.95538169308,HRSE,vocal,4
12,2959.95538169308,congr.,vocal,NaN
13,46.2493028389544,LRSE,vocal,1
13,46.2493028389544,MRSE,vocal,1
13,46.2493028389544,HRSE,vocal,1
13,46.2493028389544,congr.,vocal,NaN
13,58.2704701897613,LRSE,vocal,2.25
13,58.2704701897613,MRSE,vocal,2.25
13,58.2704701897613,HRSE,vocal,2.25
13,58.2704701897613,congr.,vocal,NaN
13,73.416191979352,LRSE,vocal,2.25
13,73.416191979352,MRSE,vocal,1
13,73.416191979352,HRSE,vocal,2.25
13,73.416191979352,congr.,vocal,NaN
13,92.4986056779087,LRSE,vocal,2.25
13,92.4986056779087,MRSE,vocal,2.25
13,92.4986056779087,HRSE,vocal,2.25
13,92.4986056779087,congr.,vocal,NaN
13,116.540940379523,LRSE,vocal,2.25
13,116.540940379523,MRSE,vocal,2.25
13,116.540940379523,HRSE,vocal,1
13,116.540940379523,congr.,vocal,NaN
13,146.832383958704,LRSE,vocal,2.25
13,146.832383958704,MRSE,vocal,1
13,146.832383958704,HRSE,vocal,2.25
13,146.832383958704,congr.,vocal,NaN
13,184.997211355817,LRSE,vocal,1
13,184.997211355817,MRSE,vocal,1
13,184.997211355817,HRSE,vocal,1
13,184.997211355817,congr.,vocal,2.25
13,233.081880759045,LRSE,vocal,1
13,233.081880759045,MRSE,vocal,1
13,233.081880759045,HRSE,vocal,1
13,233.081880759045,congr.,vocal,2.25
13,293.664767917408,LRSE,vocal,3.5
13,293.664767917408,MRSE,vocal,3.5
13,293.664767917408,HRSE,vocal,1
13,293.664767917408,congr.,vocal,2.25
13,369.994422711635,LRSE,vocal,2.25
13,369.994422711635,MRSE,vocal,2.25
13,369.994422711635,HRSE,vocal,1
13,369.994422711635,congr.,vocal,2.25
13,466.163761518091,LRSE,vocal,4.75
13,466.163761518091,MRSE,vocal,2.25
13,466.163761518091,HRSE,vocal,1
13,466.163761518091,congr.,vocal,1
13,587.329535834816,LRSE,vocal,3.5
13,587.329535834816,MRSE,vocal,1
13,587.329535834816,HRSE,vocal,2.25
13,587.329535834816,congr.,vocal,3.5
13,739.98884542327,LRSE,vocal,3.5
13,739.98884542327,MRSE,vocal,1
13,739.98884542327,HRSE,vocal,1
13,739.98884542327,congr.,vocal,3.5
13,932.327523036181,LRSE,vocal,1
13,932.327523036181,MRSE,vocal,1
13,932.327523036181,HRSE,vocal,3.5
13,932.327523036181,congr.,vocal,NaN
13,1174.65907166963,LRSE,vocal,1
13,1174.65907166963,MRSE,vocal,1
13,1174.65907166963,HRSE,vocal,1
13,1174.65907166963,congr.,vocal,NaN
13,1479.97769084654,LRSE,vocal,2.25
13,1479.97769084654,MRSE,vocal,1
13,1479.97769084654,HRSE,vocal,2.25
13,1479.97769084654,congr.,vocal,NaN
13,1864.65504607236,LRSE,vocal,3.5
13,1864.65504607236,MRSE,vocal,1
13,1864.65504607236,HRSE,vocal,1
13,1864.65504607236,congr.,vocal,NaN
13,2349.31814333926,LRSE,vocal,2.25
13,2349.31814333926,MRSE,vocal,1
13,2349.31814333926,HRSE,vocal,1
13,2349.31814333926,congr.,vocal,NaN
13,2959.95538169308,LRSE,vocal,1
13,2959.95538169308,MRSE,vocal,1
13,2959.95538169308,HRSE,vocal,1
13,2959.95538169308,congr.,vocal,NaN
14,46.2493028389544,LRSE,vocal,3.5
14,46.2493028389544,MRSE,vocal,1
14,46.2493028389544,HRSE,vocal,3.5
14,46.2493028389544,congr.,vocal,NaN
14,58.2704701897613,LRSE,vocal,1
14,58.2704701897613,MRSE,vocal,1
14,58.2704701897613,HRSE,vocal,2.25
14,58.2704701897613,congr.,vocal,NaN
14,73.416191979352,LRSE,vocal,2.25
14,73.416191979352,MRSE,vocal,1
14,73.416191979352,HRSE,vocal,2.25
14,73.416191979352,congr.,vocal,NaN
14,92.4986056779087,LRSE,vocal,1
14,92.4986056779087,MRSE,vocal,2.25
14,92.4986056779087,HRSE,vocal,2.25
14,92.4986056779087,congr.,vocal,NaN
14,116.540940379523,LRSE,vocal,3.5
14,116.540940379523,MRSE,vocal,2.25
14,116.540940379523,HRSE,vocal,2.25
14,116.540940379523,congr.,vocal,NaN
14,146.832383958704,LRSE,vocal,1
14,146.832383958704,MRSE,vocal,6
14,146.832383958704,HRSE,vocal,2.25
14,146.832383958704,congr.,vocal,NaN
14,184.997211355817,LRSE,vocal,1
14,184.997211355817,MRSE,vocal,2.25
14,184.997211355817,HRSE,vocal,1
14,184.997211355817,congr.,vocal,2.25
14,233.081880759045,LRSE,vocal,2.25
14,233.081880759045,MRSE,vocal,2.25
14,233.081880759045,HRSE,vocal,1
14,233.081880759045,congr.,vocal,2.25
14,293.664767917408,LRSE,vocal,1
14,293.664767917408,MRSE,vocal,1
14,293.664767917408,HRSE,vocal,1
14,293.664767917408,congr.,vocal,2.25
14,369.994422711635,LRSE,vocal,1
14,369.994422711635,MRSE,vocal,1
14,369.994422711635,HRSE,vocal,2.25
14,369.994422711635,congr.,vocal,3.5
14,466.163761518091,LRSE,vocal,2.25
14,466.163761518091,MRSE,vocal,2.25
14,466.163761518091,HRSE,vocal,1
14,466.163761518091,congr.,vocal,3.5
14,587.329535834816,LRSE,vocal,2.25
14,587.329535834816,MRSE,vocal,1
14,587.329535834816,HRSE,vocal,2.25
14,587.329535834816,congr.,vocal,1
14,739.98884542327,LRSE,vocal,1
14,739.98884542327,MRSE,vocal,2.25
14,739.98884542327,HRSE,vocal,2.25
14,739.98884542327,congr.,vocal,1
14,932.327523036181,LRSE,vocal,1
14,932.327523036181,MRSE,vocal,3.5
14,932.327523036181,HRSE,vocal,2.25
14,932.327523036181,congr.,vocal,NaN
14,1174.65907166963,LRSE,vocal,1
14,1174.65907166963,MRSE,vocal,2.25
14,1174.65907166963,HRSE,vocal,1
14,1174.65907166963,congr.,vocal,NaN
14,1479.97769084654,LRSE,vocal,2.25
14,1479.97769084654,MRSE,vocal,1
14,1479.97769084654,HRSE,vocal,2.25
14,1479.97769084654,congr.,vocal,NaN
14,1864.65504607236,LRSE,vocal,1
14,1864.65504607236,MRSE,vocal,2.25
14,1864.65504607236,HRSE,vocal,1
14,1864.65504607236,congr.,vocal,NaN
14,2349.31814333926,LRSE,vocal,2.25
14,2349.31814333926,MRSE,vocal,1
14,2349.31814333926,HRSE,vocal,1
14,2349.31814333926,congr.,vocal,NaN
14,2959.95538169308,LRSE,vocal,1
14,2959.95538169308,MRSE,vocal,2.25
14,2959.95538169308,HRSE,vocal,1
14,2959.95538169308,congr.,vocal,NaN
15,46.2493028389544,LRSE,vocal,3
15,46.2493028389544,MRSE,vocal,3
15,46.2493028389544,HRSE,vocal,2
15,46.2493028389544,congr.,vocal,NaN
15,58.2704701897613,LRSE,vocal,4
15,58.2704701897613,MRSE,vocal,4
15,58.2704701897613,HRSE,vocal,3
15,58.2704701897613,congr.,vocal,NaN
15,73.416191979352,LRSE,vocal,3
15,73.416191979352,MRSE,vocal,5
15,73.416191979352,HRSE,vocal,4
15,73.416191979352,congr.,vocal,NaN
15,92.4986056779087,LRSE,vocal,5
15,92.4986056779087,MRSE,vocal,4
15,92.4986056779087,HRSE,vocal,3
15,92.4986056779087,congr.,vocal,NaN
15,116.540940379523,LRSE,vocal,5
15,116.540940379523,MRSE,vocal,4
15,116.540940379523,HRSE,vocal,3
15,116.540940379523,congr.,vocal,NaN
15,146.832383958704,LRSE,vocal,4
15,146.832383958704,MRSE,vocal,5
15,146.832383958704,HRSE,vocal,4
15,146.832383958704,congr.,vocal,NaN
15,184.997211355817,LRSE,vocal,3
15,184.997211355817,MRSE,vocal,4
15,184.997211355817,HRSE,vocal,3
15,184.997211355817,congr.,vocal,4
15,233.081880759045,LRSE,vocal,4
15,233.081880759045,MRSE,vocal,3
15,233.081880759045,HRSE,vocal,3
15,233.081880759045,congr.,vocal,4
15,293.664767917408,LRSE,vocal,4
15,293.664767917408,MRSE,vocal,3
15,293.664767917408,HRSE,vocal,2
15,293.664767917408,congr.,vocal,4
15,369.994422711635,LRSE,vocal,4
15,369.994422711635,MRSE,vocal,4
15,369.994422711635,HRSE,vocal,2
15,369.994422711635,congr.,vocal,5
15,466.163761518091,LRSE,vocal,4
15,466.163761518091,MRSE,vocal,4
15,466.163761518091,HRSE,vocal,2
15,466.163761518091,congr.,vocal,5
15,587.329535834816,LRSE,vocal,4
15,587.329535834816,MRSE,vocal,3
15,587.329535834816,HRSE,vocal,3
15,587.329535834816,congr.,vocal,4
15,739.98884542327,LRSE,vocal,3
15,739.98884542327,MRSE,vocal,2
15,739.98884542327,HRSE,vocal,2
15,739.98884542327,congr.,vocal,3
15,932.327523036181,LRSE,vocal,2
15,932.327523036181,MRSE,vocal,2
15,932.327523036181,HRSE,vocal,1
15,932.327523036181,congr.,vocal,NaN
15,1174.65907166963,LRSE,vocal,2
15,1174.65907166963,MRSE,vocal,2
15,1174.65907166963,HRSE,vocal,2
15,1174.65907166963,congr.,vocal,NaN
15,1479.97769084654,LRSE,vocal,3
15,1479.97769084654,MRSE,vocal,1
15,1479.97769084654,HRSE,vocal,2
15,1479.97769084654,congr.,vocal,NaN
15,1864.65504607236,LRSE,vocal,2
15,1864.65504607236,MRSE,vocal,2
15,1864.65504607236,HRSE,vocal,1
15,1864.65504607236,congr.,vocal,NaN
15,2349.31814333926,LRSE,vocal,2
15,2349.31814333926,MRSE,vocal,1
15,2349.31814333926,HRSE,vocal,1
15,2349.31814333926,congr.,vocal,NaN
15,2959.95538169308,LRSE,vocal,1
15,2959.95538169308,MRSE,vocal,2
15,2959.95538169308,HRSE,vocal,1
15,2959.95538169308,congr.,vocal,NaN
16,46.2493028389544,LRSE,vocal,3
16,46.2493028389544,MRSE,vocal,4
16,46.2493028389544,HRSE,vocal,2
16,46.2493028389544,congr.,vocal,NaN
16,58.2704701897613,LRSE,vocal,6
16,58.2704701897613,MRSE,vocal,5
16,58.2704701897613,HRSE,vocal,3
16,58.2704701897613,congr.,vocal,NaN
16,73.416191979352,LRSE,vocal,6
16,73.416191979352,MRSE,vocal,4
16,73.416191979352,HRSE,vocal,2
16,73.416191979352,congr.,vocal,NaN
16,92.4986056779087,LRSE,vocal,4
16,92.4986056779087,MRSE,vocal,6
16,92.4986056779087,HRSE,vocal,2
16,92.4986056779087,congr.,vocal,NaN
16,116.540940379523,LRSE,vocal,4
16,116.540940379523,MRSE,vocal,5
16,116.540940379523,HRSE,vocal,3
16,116.540940379523,congr.,vocal,NaN
16,146.832383958704,LRSE,vocal,5
16,146.832383958704,MRSE,vocal,4
16,146.832383958704,HRSE,vocal,3
16,146.832383958704,congr.,vocal,NaN
16,184.997211355817,LRSE,vocal,5
16,184.997211355817,MRSE,vocal,5
16,184.997211355817,HRSE,vocal,4
16,184.997211355817,congr.,vocal,6
16,233.081880759045,LRSE,vocal,5
16,233.081880759045,MRSE,vocal,6
16,233.081880759045,HRSE,vocal,5
16,233.081880759045,congr.,vocal,6
16,293.664767917408,LRSE,vocal,6
16,293.664767917408,MRSE,vocal,4
16,293.664767917408,HRSE,vocal,5
16,293.664767917408,congr.,vocal,5
16,369.994422711635,LRSE,vocal,6
16,369.994422711635,MRSE,vocal,5
16,369.994422711635,HRSE,vocal,2
16,369.994422711635,congr.,vocal,5
16,466.163761518091,LRSE,vocal,5
16,466.163761518091,MRSE,vocal,5
16,466.163761518091,HRSE,vocal,5
16,466.163761518091,congr.,vocal,6
16,587.329535834816,LRSE,vocal,3
16,587.329535834816,MRSE,vocal,3
